value,year,age,sex
115,1963,86,F
126,1964,86,F
88,1965,86,F
103,1966,86,F
99,1967,86,F
118,1968,86,F
91,1969,86,F
98,1970,86,F
149,1971,86,F
120,1972,86,F
122,1973,86,F
126,1974,86,F
125,1975,86,F
169,1976,86,F
168,1977,86,F
237,1978,86,F
206,1979,86,F
207,1980,86,F
203,1981,86,F
240,1982,86,F
242,1983,86,F
232,1984,86,F
248,1985,86,F
242,1986,86,F
287,1987,86,F
249,1988,86,F
257,1989,86,F
263,1990,86,F
296,1991,86,F
270,1992,86,F
285,1993,86,F
300,1994,86,F
315,1995,86,F
294,1996,86,F
273,1997,86,F
338,1998,86,F
324,1999,86,F
350,2000,86,F
331,2001,86,F
337,2002,86,F
348,2003,86,F
359,2004,86,F
396,2005,86,F
374,2006,86,F
401,2007,86,F
463,2008,86,F
449,2009,86,F
492,2010,86,F
432,2011,86,F
471,2012,86,F
515,2013,86,F
490,2014,86,F
522,2015,86,F
533,2016,86,F
573,2017,86,F
539,2018,86,F
516,2019,86,F
12,1841,87,F
16,1842,87,F
14,1843,87,F
5,1844,87,F
9,1845,87,F
12,1846,87,F
17,1847,87,F
17,1848,87,F
14,1849,87,F
15,1850,87,F
15,1851,87,F
24,1852,87,F
25,1853,87,F
20,1854,87,F
12,1855,87,F
8,1856,87,F
14,1857,87,F
32,1858,87,F
40,1859,87,F
31,1860,87,F
25,1861,87,F
22,1862,87,F
11,1863,87,F
8,1864,87,F
21,1865,87,F
16,1866,87,F
10,1867,87,F
10,1868,87,F
8,1869,87,F
10,1870,87,F
2,1871,87,F
0,1872,87,F
1,1873,87,F
0,1874,87,F
8,1875,87,F
10,1876,87,F
19,1877,87,F
19,1878,87,F
8,1879,87,F
12,1880,87,F
21,1881,87,F
25,1882,87,F
14,1883,87,F
2,1884,87,F
10,1885,87,F
11,1886,87,F
35,1887,87,F
38,1888,87,F
23,1889,87,F
20,1890,87,F
18,1891,87,F
21,1892,87,F
10,1893,87,F
14,1894,87,F
10,1895,87,F
20,1896,87,F
20,1897,87,F
25,1898,87,F
22,1899,87,F
11,1900,87,F
18,1901,87,F
13,1902,87,F
13,1903,87,F
29,1904,87,F
20,1905,87,F
25,1906,87,F
21,1907,87,F
23,1908,87,F
29,1909,87,F
25,1910,87,F
26,1911,87,F
24,1912,87,F
27,1913,87,F
31,1914,87,F
36,1915,87,F
40,1916,87,F
41,1917,87,F
51,1918,87,F
50,1919,87,F
44,1920,87,F
39,1921,87,F
32,1922,87,F
34,1923,87,F
35,1924,87,F
22,1925,87,F
31,1926,87,F
26,1927,87,F
45,1928,87,F
57,1929,87,F
49,1930,87,F
36,1931,87,F
40,1932,87,F
36,1933,87,F
39,1934,87,F
39,1935,87,F
60,1936,87,F
65,1937,87,F
58,1938,87,F
82,1939,87,F
74,1940,87,F
61,1941,87,F
69,1942,87,F
67,1943,87,F
55,1944,87,F
59,1945,87,F
74,1946,87,F
74,1947,87,F
80,1948,87,F
73,1949,87,F
77,1950,87,F
82,1951,87,F
105,1952,87,F
90,1953,87,F
86,1954,87,F
92,1955,87,F
93,1956,87,F
83,1957,87,F
93,1958,87,F
76,1959,87,F
82,1960,87,F
81,1961,87,F
104,1962,87,F
96,1963,87,F
101,1964,87,F
110,1965,87,F
91,1966,87,F
85,1967,87,F
80,1968,87,F
107,1969,87,F
81,1970,87,F
69,1971,87,F
134,1972,87,F
100,1973,87,F
107,1974,87,F
104,1975,87,F
114,1976,87,F
152,1977,87,F
143,1978,87,F
215,1979,87,F
184,1980,87,F
187,1981,87,F
182,1982,87,F
205,1983,87,F
218,1984,87,F
213,1985,87,F
213,1986,87,F
214,1987,87,F
262,1988,87,F
225,1989,87,F
224,1990,87,F
235,1991,87,F
269,1992,87,F
242,1993,87,F
254,1994,87,F
271,1995,87,F
274,1996,87,F
263,1997,87,F
238,1998,87,F
291,1999,87,F
284,2000,87,F
313,2001,87,F
295,2002,87,F
303,2003,87,F
317,2004,87,F
319,2005,87,F
351,2006,87,F
334,2007,87,F
375,2008,87,F
416,2009,87,F
408,2010,87,F
448,2011,87,F
405,2012,87,F
439,2013,87,F
466,2014,87,F
450,2015,87,F
478,2016,87,F
497,2017,87,F
532,2018,87,F
484,2019,87,F
10,1841,88,F
9,1842,88,F
14,1843,88,F
7,1844,88,F
4,1845,88,F
8,1846,88,F
8,1847,88,F
16,1848,88,F
16,1849,88,F
12,1850,88,F
11,1851,88,F
13,1852,88,F
20,1853,88,F
24,1854,88,F
15,1855,88,F
9,1856,88,F
7,1857,88,F
11,1858,88,F
31,1859,88,F
27,1860,88,F
23,1861,88,F
22,1862,88,F
16,1863,88,F
8,1864,88,F
5,1865,88,F
14,1866,88,F
10,1867,88,F
9,1868,88,F
7,1869,88,F
8,1870,88,F
7,1871,88,F
1,1872,88,F
0,1873,88,F
1,1874,88,F
0,1875,88,F
8,1876,88,F
10,1877,88,F
16,1878,88,F
15,1879,88,F
6,1880,88,F
11,1881,88,F
17,1882,88,F
22,1883,88,F
12,1884,88,F
1,1885,88,F
9,1886,88,F
11,1887,88,F
28,1888,88,F
33,1889,88,F
20,1890,88,F
16,1891,88,F
15,1892,88,F
13,1893,88,F
9,1894,88,F
8,1895,88,F
9,1896,88,F
18,1897,88,F
17,1898,88,F
17,1899,88,F
19,1900,88,F
7,1901,88,F
14,1902,88,F
11,1903,88,F
10,1904,88,F
24,1905,88,F
17,1906,88,F
22,1907,88,F
16,1908,88,F
17,1909,88,F
19,1910,88,F
20,1911,88,F
20,1912,88,F
17,1913,88,F
22,1914,88,F
24,1915,88,F
31,1916,88,F
32,1917,88,F
32,1918,88,F
45,1919,88,F
40,1920,88,F
36,1921,88,F
31,1922,88,F
26,1923,88,F
27,1924,88,F
29,1925,88,F
15,1926,88,F
24,1927,88,F
22,1928,88,F
36,1929,88,F
47,1930,88,F
40,1931,88,F
27,1932,88,F
33,1933,88,F
30,1934,88,F
31,1935,88,F
32,1936,88,F
50,1937,88,F
53,1938,88,F
47,1939,88,F
70,1940,88,F
58,1941,88,F
50,1942,88,F
58,1943,88,F
58,1944,88,F
45,1945,88,F
49,1946,88,F
65,1947,88,F
63,1948,88,F
72,1949,88,F
60,1950,88,F
64,1951,88,F
68,1952,88,F
92,1953,88,F
73,1954,88,F
66,1955,88,F
80,1956,88,F
82,1957,88,F
68,1958,88,F
81,1959,88,F
68,1960,88,F
71,1961,88,F
66,1962,88,F
79,1963,88,F
89,1964,88,F
85,1965,88,F
84,1966,88,F
85,1967,88,F
74,1968,88,F
60,1969,88,F
77,1970,88,F
62,1971,88,F
50,1972,88,F
118,1973,88,F
89,1974,88,F
91,1975,88,F
90,1976,88,F
103,1977,88,F
136,1978,88,F
127,1979,88,F
197,1980,88,F
161,1981,88,F
161,1982,88,F
164,1983,88,F
173,1984,88,F
199,1985,88,F
190,1986,88,F
189,1987,88,F
192,1988,88,F
225,1989,88,F
201,1990,88,F
203,1991,88,F
210,1992,88,F
233,1993,88,F
224,1994,88,F
231,1995,88,F
236,1996,88,F
240,1997,88,F
237,1998,88,F
213,1999,88,F
242,2000,88,F
252,2001,88,F
273,2002,88,F
252,2003,88,F
259,2004,88,F
287,2005,88,F
285,2006,88,F
312,2007,88,F
290,2008,88,F
333,2009,88,F
368,2010,88,F
356,2011,88,F
408,2012,88,F
381,2013,88,F
395,2014,88,F
435,2015,88,F
398,2016,88,F
437,2017,88,F
444,2018,88,F
482,2019,88,F
8,1841,89,F
6,1842,89,F
8,1843,89,F
5,1844,89,F
6,1845,89,F
1,1846,89,F
4,1847,89,F
7,1848,89,F
15,1849,89,F
13,1850,89,F
6,1851,89,F
7,1852,89,F
9,1853,89,F
19,1854,89,F
18,1855,89,F
13,1856,89,F
8,1857,89,F
6,1858,89,F
10,1859,89,F
25,1860,89,F
17,1861,89,F
15,1862,89,F
10,1863,89,F
6,1864,89,F
4,1865,89,F
4,1866,89,F
7,1867,89,F
6,1868,89,F
7,1869,89,F
4,1870,89,F
4,1871,89,F
5,1872,89,F
0,1873,89,F
0,1874,89,F
1,1875,89,F
0,1876,89,F
8,1877,89,F
10,1878,89,F
11,1879,89,F
11,1880,89,F
6,1881,89,F
7,1882,89,F
16,1883,89,F
14,1884,89,F
12,1885,89,F
1,1886,89,F
8,1887,89,F
10,1888,89,F
21,1889,89,F
27,1890,89,F
15,1891,89,F
12,1892,89,F
9,1893,89,F
7,1894,89,F
7,1895,89,F
7,1896,89,F
7,1897,89,F
10,1898,89,F
8,1899,89,F
7,1900,89,F
7,1901,89,F
5,1902,89,F
10,1903,89,F
6,1904,89,F
4,1905,89,F
16,1906,89,F
12,1907,89,F
16,1908,89,F
10,1909,89,F
16,1910,89,F
14,1911,89,F
12,1912,89,F
12,1913,89,F
9,1914,89,F
9,1915,89,F
19,1916,89,F
13,1917,89,F
22,1918,89,F
19,1919,89,F
24,1920,89,F
32,1921,89,F
25,1922,89,F
25,1923,89,F
19,1924,89,F
18,1925,89,F
21,1926,89,F
8,1927,89,F
11,1928,89,F
13,1929,89,F
23,1930,89,F
37,1931,89,F
22,1932,89,F
16,1933,89,F
22,1934,89,F
21,1935,89,F
24,1936,89,F
17,1937,89,F
37,1938,89,F
43,1939,89,F
45,1940,89,F
49,1941,89,F
45,1942,89,F
37,1943,89,F
44,1944,89,F
46,1945,89,F
32,1946,89,F
34,1947,89,F
39,1948,89,F
42,1949,89,F
50,1950,89,F
42,1951,89,F
42,1952,89,F
48,1953,89,F
62,1954,89,F
46,1955,89,F
47,1956,89,F
66,1957,89,F
63,1958,89,F
52,1959,89,F
61,1960,89,F
56,1961,89,F
61,1962,89,F
59,1963,89,F
58,1964,89,F
70,1965,89,F
72,1966,89,F
69,1967,89,F
69,1968,89,F
58,1969,89,F
61,1970,89,F
58,1971,89,F
53,1972,89,F
45,1973,89,F
102,1974,89,F
73,1975,89,F
75,1976,89,F
73,1977,89,F
87,1978,89,F
116,1979,89,F
111,1980,89,F
173,1981,89,F
139,1982,89,F
139,1983,89,F
144,1984,89,F
153,1985,89,F
174,1986,89,F
166,1987,89,F
162,1988,89,F
162,1989,89,F
201,1990,89,F
172,1991,89,F
178,1992,89,F
182,1993,89,F
203,1994,89,F
202,1995,89,F
198,1996,89,F
193,1997,89,F
212,1998,89,F
210,1999,89,F
187,2000,89,F
204,2001,89,F
221,2002,89,F
239,2003,89,F
217,2004,89,F
229,2005,89,F
259,2006,89,F
253,2007,89,F
280,2008,89,F
248,2009,89,F
293,2010,89,F
330,2011,89,F
312,2012,89,F
360,2013,89,F
328,2014,89,F
353,2015,89,F
388,2016,89,F
355,2017,89,F
385,2018,89,F
398,2019,89,F
6,1841,90,F
5,1842,90,F
4,1843,90,F
7,1844,90,F
4,1845,90,F
4,1846,90,F
0,1847,90,F
4,1848,90,F
6,1849,90,F
12,1850,90,F
12,1851,90,F
5,1852,90,F
7,1853,90,F
8,1854,90,F
18,1855,90,F
14,1856,90,F
13,1857,90,F
8,1858,90,F
4,1859,90,F
6,1860,90,F
19,1861,90,F
13,1862,90,F
13,1863,90,F
10,1864,90,F
6,1865,90,F
4,1866,90,F
4,1867,90,F
7,1868,90,F
5,1869,90,F
6,1870,90,F
4,1871,90,F
4,1872,90,F
4,1873,90,F
0,1874,90,F
0,1875,90,F
1,1876,90,F
0,1877,90,F
6,1878,90,F
9,1879,90,F
8,1880,90,F
8,1881,90,F
5,1882,90,F
4,1883,90,F
11,1884,90,F
12,1885,90,F
10,1886,90,F
1,1887,90,F
2,1888,90,F
3,1889,90,F
19,1890,90,F
20,1891,90,F
15,1892,90,F
11,1893,90,F
9,1894,90,F
7,1895,90,F
7,1896,90,F
7,1897,90,F
7,1898,90,F
10,1899,90,F
7,1900,90,F
4,1901,90,F
6,1902,90,F
5,1903,90,F
10,1904,90,F
6,1905,90,F
4,1906,90,F
15,1907,90,F
11,1908,90,F
13,1909,90,F
9,1910,90,F
15,1911,90,F
14,1912,90,F
11,1913,90,F
12,1914,90,F
9,1915,90,F
6,1916,90,F
17,1917,90,F
11,1918,90,F
22,1919,90,F
16,1920,90,F
19,1921,90,F
25,1922,90,F
23,1923,90,F
20,1924,90,F
16,1925,90,F
16,1926,90,F
19,1927,90,F
8,1928,90,F
10,1929,90,F
13,1930,90,F
22,1931,90,F
34,1932,90,F
22,1933,90,F
15,1934,90,F
19,1935,90,F
17,1936,90,F
22,1937,90,F
15,1938,90,F
32,1939,90,F
36,1940,90,F
40,1941,90,F
41,1942,90,F
41,1943,90,F
33,1944,90,F
42,1945,90,F
43,1946,90,F
32,1947,90,F
29,1948,90,F
39,1949,90,F
41,1950,90,F
47,1951,90,F
39,1952,90,F
38,1953,90,F
46,1954,90,F
61,1955,90,F
42,1956,90,F
40,1957,90,F
56,1958,90,F
52,1959,90,F
43,1960,90,F
49,1961,90,F
39,1962,90,F
46,1963,90,F
37,1964,90,F
46,1965,90,F
54,1966,90,F
55,1967,90,F
52,1968,90,F
57,1969,90,F
44,1970,90,F
42,1971,90,F
47,1972,90,F
37,1973,90,F
37,1974,90,F
82,1975,90,F
60,1976,90,F
62,1977,90,F
59,1978,90,F
78,1979,90,F
95,1980,90,F
96,1981,90,F
148,1982,90,F
126,1983,90,F
124,1984,90,F
128,1985,90,F
128,1986,90,F
143,1987,90,F
142,1988,90,F
137,1989,90,F
131,1990,90,F
175,1991,90,F
155,1992,90,F
157,1993,90,F
148,1994,90,F
173,1995,90,F
174,1996,90,F
174,1997,90,F
158,1998,90,F
177,1999,90,F
185,2000,90,F
162,2001,90,F
171,2002,90,F
198,2003,90,F
195,2004,90,F
187,2005,90,F
201,2006,90,F
221,2007,90,F
223,2008,90,F
239,2009,90,F
215,2010,90,F
251,2011,90,F
283,2012,90,F
265,2013,90,F
307,2014,90,F
290,2015,90,F
307,2016,90,F
329,2017,90,F
307,2018,90,F
346,2019,90,F
6,1841,91,F
4,1842,91,F
4,1843,91,F
1,1844,91,F
5,1845,91,F
4,1846,91,F
3,1847,91,F
0,1848,91,F
4,1849,91,F
5,1850,91,F
11,1851,91,F
9,1852,91,F
5,1853,91,F
6,1854,91,F
6,1855,91,F
14,1856,91,F
13,1857,91,F
13,1858,91,F
5,1859,91,F
4,1860,91,F
1,1861,91,F
15,1862,91,F
8,1863,91,F
11,1864,91,F
10,1865,91,F
6,1866,91,F
3,1867,91,F
4,1868,91,F
5,1869,91,F
4,1870,91,F
5,1871,91,F
3,1872,91,F
3,1873,91,F
4,1874,91,F
0,1875,91,F
0,1876,91,F
1,1877,91,F
0,1878,91,F
6,1879,91,F
7,1880,91,F
7,1881,91,F
6,1882,91,F
3,1883,91,F
4,1884,91,F
10,1885,91,F
9,1886,91,F
8,1887,91,F
1,1888,91,F
1,1889,91,F
3,1890,91,F
14,1891,91,F
16,1892,91,F
13,1893,91,F
11,1894,91,F
9,1895,91,F
7,1896,91,F
5,1897,91,F
7,1898,91,F
6,1899,91,F
8,1900,91,F
5,1901,91,F
3,1902,91,F
6,1903,91,F
4,1904,91,F
10,1905,91,F
4,1906,91,F
4,1907,91,F
13,1908,91,F
7,1909,91,F
11,1910,91,F
6,1911,91,F
13,1912,91,F
12,1913,91,F
10,1914,91,F
10,1915,91,F
6,1916,91,F
4,1917,91,F
13,1918,91,F
9,1919,91,F
16,1920,91,F
12,1921,91,F
15,1922,91,F
23,1923,91,F
18,1924,91,F
17,1925,91,F
13,1926,91,F
15,1927,91,F
17,1928,91,F
7,1929,91,F
7,1930,91,F
12,1931,91,F
17,1932,91,F
29,1933,91,F
20,1934,91,F
11,1935,91,F
15,1936,91,F
15,1937,91,F
14,1938,91,F
13,1939,91,F
29,1940,91,F
31,1941,91,F
32,1942,91,F
36,1943,91,F
36,1944,91,F
31,1945,91,F
39,1946,91,F
39,1947,91,F
26,1948,91,F
28,1949,91,F
33,1950,91,F
38,1951,91,F
42,1952,91,F
34,1953,91,F
35,1954,91,F
43,1955,91,F
54,1956,91,F
36,1957,91,F
33,1958,91,F
47,1959,91,F
40,1960,91,F
39,1961,91,F
37,1962,91,F
33,1963,91,F
33,1964,91,F
31,1965,91,F
37,1966,91,F
48,1967,91,F
46,1968,91,F
40,1969,91,F
39,1970,91,F
30,1971,91,F
29,1972,91,F
38,1973,91,F
31,1974,91,F
31,1975,91,F
68,1976,91,F
58,1977,91,F
54,1978,91,F
52,1979,91,F
70,1980,91,F
77,1981,91,F
79,1982,91,F
122,1983,91,F
103,1984,91,F
103,1985,91,F
112,1986,91,F
114,1987,91,F
119,1988,91,F
115,1989,91,F
120,1990,91,F
107,1991,91,F
142,1992,91,F
132,1993,91,F
131,1994,91,F
126,1995,91,F
148,1996,91,F
142,1997,91,F
135,1998,91,F
128,1999,91,F
143,2000,91,F
152,2001,91,F
142,2002,91,F
142,2003,91,F
162,2004,91,F
161,2005,91,F
158,2006,91,F
172,2007,91,F
186,2008,91,F
180,2009,91,F
205,2010,91,F
181,2011,91,F
208,2012,91,F
245,2013,91,F
235,2014,91,F
271,2015,91,F
247,2016,91,F
261,2017,91,F
291,2018,91,F
276,2019,91,F
4,1841,92,F
5,1842,92,F
4,1843,92,F
2,1844,92,F
1,1845,92,F
4,1846,92,F
3,1847,92,F
3,1848,92,F
0,1849,92,F
4,1850,92,F
5,1851,92,F
10,1852,92,F
8,1853,92,F
4,1854,92,F
4,1855,92,F
4,1856,92,F
12,1857,92,F
11,1858,92,F
10,1859,92,F
4,1860,92,F
4,1861,92,F
1,1862,92,F
9,1863,92,F
7,1864,92,F
11,1865,92,F
9,1866,92,F
3,1867,92,F
2,1868,92,F
2,1869,92,F
3,1870,92,F
2,1871,92,F
3,1872,92,F
3,1873,92,F
3,1874,92,F
4,1875,92,F
0,1876,92,F
0,1877,92,F
1,1878,92,F
0,1879,92,F
3,1880,92,F
5,1881,92,F
5,1882,92,F
4,1883,92,F
3,1884,92,F
4,1885,92,F
7,1886,92,F
7,1887,92,F
5,1888,92,F
1,1889,92,F
1,1890,92,F
3,1891,92,F
12,1892,92,F
13,1893,92,F
13,1894,92,F
8,1895,92,F
9,1896,92,F
5,1897,92,F
5,1898,92,F
6,1899,92,F
6,1900,92,F
6,1901,92,F
4,1902,92,F
3,1903,92,F
5,1904,92,F
3,1905,92,F
9,1906,92,F
4,1907,92,F
4,1908,92,F
11,1909,92,F
5,1910,92,F
9,1911,92,F
4,1912,92,F
12,1913,92,F
10,1914,92,F
9,1915,92,F
7,1916,92,F
4,1917,92,F
4,1918,92,F
11,1919,92,F
7,1920,92,F
12,1921,92,F
6,1922,92,F
13,1923,92,F
19,1924,92,F
15,1925,92,F
14,1926,92,F
12,1927,92,F
14,1928,92,F
15,1929,92,F
4,1930,92,F
5,1931,92,F
8,1932,92,F
14,1933,92,F
26,1934,92,F
16,1935,92,F
9,1936,92,F
10,1937,92,F
8,1938,92,F
10,1939,92,F
13,1940,92,F
24,1941,92,F
22,1942,92,F
27,1943,92,F
31,1944,92,F
31,1945,92,F
25,1946,92,F
35,1947,92,F
34,1948,92,F
24,1949,92,F
21,1950,92,F
31,1951,92,F
32,1952,92,F
34,1953,92,F
28,1954,92,F
33,1955,92,F
36,1956,92,F
43,1957,92,F
28,1958,92,F
25,1959,92,F
35,1960,92,F
35,1961,92,F
27,1962,92,F
29,1963,92,F
25,1964,92,F
25,1965,92,F
28,1966,92,F
28,1967,92,F
36,1968,92,F
39,1969,92,F
28,1970,92,F
33,1971,92,F
25,1972,92,F
22,1973,92,F
33,1974,92,F
29,1975,92,F
25,1976,92,F
55,1977,92,F
45,1978,92,F
45,1979,92,F
42,1980,92,F
62,1981,92,F
67,1982,92,F
65,1983,92,F
104,1984,92,F
87,1985,92,F
86,1986,92,F
95,1987,92,F
103,1988,92,F
95,1989,92,F
98,1990,92,F
94,1991,92,F
90,1992,92,F
114,1993,92,F
114,1994,92,F
104,1995,92,F
104,1996,92,F
112,1997,92,F
122,1998,92,F
104,1999,92,F
107,2000,92,F
114,2001,92,F
130,2002,92,F
117,2003,92,F
123,2004,92,F
133,2005,92,F
130,2006,92,F
122,2007,92,F
145,2008,92,F
156,2009,92,F
146,2010,92,F
168,2011,92,F
152,2012,92,F
173,2013,92,F
215,2014,92,F
202,2015,92,F
227,2016,92,F
201,2017,92,F
206,2018,92,F
248,2019,92,F
7,1841,93,F
2,1842,93,F
5,1843,93,F
2,1844,93,F
1,1845,93,F
1,1846,93,F
3,1847,93,F
3,1848,93,F
3,1849,93,F
0,1850,93,F
3,1851,93,F
4,1852,93,F
10,1853,93,F
6,1854,93,F
1,1855,93,F
3,1856,93,F
3,1857,93,F
9,1858,93,F
7,1859,93,F
8,1860,93,F
2,1861,93,F
2,1862,93,F
0,1863,93,F
8,1864,93,F
6,1865,93,F
8,1866,93,F
4,1867,93,F
2,1868,93,F
1,1869,93,F
2,1870,93,F
3,1871,93,F
0,1872,93,F
2,1873,93,F
3,1874,93,F
3,1875,93,F
4,1876,93,F
0,1877,93,F
0,1878,93,F
1,1879,93,F
0,1880,93,F
2,1881,93,F
3,1882,93,F
4,1883,93,F
2,1884,93,F
3,1885,93,F
1,1886,93,F
4,1887,93,F
6,1888,93,F
4,1889,93,F
1,1890,93,F
0,1891,93,F
3,1892,93,F
8,1893,93,F
9,1894,93,F
8,1895,93,F
7,1896,93,F
6,1897,93,F
4,1898,93,F
3,1899,93,F
4,1900,93,F
2,1901,93,F
6,1902,93,F
4,1903,93,F
2,1904,93,F
2,1905,93,F
2,1906,93,F
4,1907,93,F
4,1908,93,F
4,1909,93,F
5,1910,93,F
3,1911,93,F
7,1912,93,F
2,1913,93,F
7,1914,93,F
8,1915,93,F
5,1916,93,F
4,1917,93,F
4,1918,93,F
4,1919,93,F
7,1920,93,F
2,1921,93,F
5,1922,93,F
4,1923,93,F
8,1924,93,F
15,1925,93,F
11,1926,93,F
13,1927,93,F
9,1928,93,F
11,1929,93,F
10,1930,93,F
2,1931,93,F
3,1932,93,F
6,1933,93,F
10,1934,93,F
18,1935,93,F
13,1936,93,F
6,1937,93,F
7,1938,93,F
8,1939,93,F
9,1940,93,F
7,1941,93,F
13,1942,93,F
15,1943,93,F
20,1944,93,F
24,1945,93,F
23,1946,93,F
19,1947,93,F
28,1948,93,F
29,1949,93,F
18,1950,93,F
18,1951,93,F
22,1952,93,F
21,1953,93,F
23,1954,93,F
18,1955,93,F
20,1956,93,F
25,1957,93,F
33,1958,93,F
17,1959,93,F
18,1960,93,F
27,1961,93,F
30,1962,93,F
20,1963,93,F
23,1964,93,F
15,1965,93,F
21,1966,93,F
22,1967,93,F
22,1968,93,F
30,1969,93,F
26,1970,93,F
19,1971,93,F
25,1972,93,F
20,1973,93,F
15,1974,93,F
25,1975,93,F
26,1976,93,F
21,1977,93,F
45,1978,93,F
39,1979,93,F
38,1980,93,F
39,1981,93,F
48,1982,93,F
53,1983,93,F
57,1984,93,F
81,1985,93,F
65,1986,93,F
64,1987,93,F
80,1988,93,F
78,1989,93,F
77,1990,93,F
86,1991,93,F
79,1992,93,F
66,1993,93,F
95,1994,93,F
92,1995,93,F
85,1996,93,F
85,1997,93,F
95,1998,93,F
103,1999,93,F
76,2000,93,F
91,2001,93,F
97,2002,93,F
106,2003,93,F
98,2004,93,F
106,2005,93,F
110,2006,93,F
115,2007,93,F
102,2008,93,F
114,2009,93,F
121,2010,93,F
120,2011,93,F
135,2012,93,F
123,2013,93,F
147,2014,93,F
179,2015,93,F
161,2016,93,F
186,2017,93,F
165,2018,93,F
166,2019,93,F
4,1841,94,F
6,1842,94,F
2,1843,94,F
3,1844,94,F
2,1845,94,F
0,1846,94,F
0,1847,94,F
2,1848,94,F
2,1849,94,F
3,1850,94,F
0,1851,94,F
2,1852,94,F
3,1853,94,F
8,1854,94,F
2,1855,94,F
1,1856,94,F
2,1857,94,F
1,1858,94,F
6,1859,94,F
4,1860,94,F
8,1861,94,F
1,1862,94,F
0,1863,94,F
0,1864,94,F
6,1865,94,F
2,1866,94,F
2,1867,94,F
2,1868,94,F
1,1869,94,F
1,1870,94,F
1,1871,94,F
3,1872,94,F
0,1873,94,F
1,1874,94,F
2,1875,94,F
1,1876,94,F
3,1877,94,F
0,1878,94,F
0,1879,94,F
1,1880,94,F
0,1881,94,F
0,1882,94,F
2,1883,94,F
3,1884,94,F
2,1885,94,F
2,1886,94,F
1,1887,94,F
3,1888,94,F
3,1889,94,F
4,1890,94,F
1,1891,94,F
0,1892,94,F
2,1893,94,F
5,1894,94,F
5,1895,94,F
4,1896,94,F
3,1897,94,F
1,1898,94,F
1,1899,94,F
3,1900,94,F
4,1901,94,F
1,1902,94,F
4,1903,94,F
2,1904,94,F
0,1905,94,F
0,1906,94,F
1,1907,94,F
3,1908,94,F
4,1909,94,F
4,1910,94,F
4,1911,94,F
1,1912,94,F
4,1913,94,F
0,1914,94,F
3,1915,94,F
5,1916,94,F
2,1917,94,F
0,1918,94,F
2,1919,94,F
4,1920,94,F
1,1921,94,F
1,1922,94,F
3,1923,94,F
1,1924,94,F
5,1925,94,F
11,1926,94,F
8,1927,94,F
8,1928,94,F
5,1929,94,F
5,1930,94,F
5,1931,94,F
1,1932,94,F
2,1933,94,F
5,1934,94,F
7,1935,94,F
15,1936,94,F
11,1937,94,F
5,1938,94,F
5,1939,94,F
7,1940,94,F
4,1941,94,F
2,1942,94,F
4,1943,94,F
8,1944,94,F
13,1945,94,F
12,1946,94,F
10,1947,94,F
12,1948,94,F
13,1949,94,F
12,1950,94,F
13,1951,94,F
5,1952,94,F
10,1953,94,F
9,1954,94,F
15,1955,94,F
8,1956,94,F
17,1957,94,F
17,1958,94,F
25,1959,94,F
17,1960,94,F
15,1961,94,F
19,1962,94,F
22,1963,94,F
12,1964,94,F
16,1965,94,F
16,1966,94,F
17,1967,94,F
16,1968,94,F
19,1969,94,F
17,1970,94,F
18,1971,94,F
16,1972,94,F
22,1973,94,F
12,1974,94,F
14,1975,94,F
19,1976,94,F
19,1977,94,F
16,1978,94,F
38,1979,94,F
30,1980,94,F
30,1981,94,F
29,1982,94,F
36,1983,94,F
40,1984,94,F
43,1985,94,F
63,1986,94,F
48,1987,94,F
49,1988,94,F
66,1989,94,F
53,1990,94,F
58,1991,94,F
62,1992,94,F
62,1993,94,F
49,1994,94,F
78,1995,94,F
70,1996,94,F
63,1997,94,F
66,1998,94,F
72,1999,94,F
82,2000,94,F
61,2001,94,F
72,2002,94,F
77,2003,94,F
76,2004,94,F
77,2005,94,F
87,2006,94,F
85,2007,94,F
96,2008,94,F
80,2009,94,F
87,2010,94,F
103,2011,94,F
99,2012,94,F
102,2013,94,F
102,2014,94,F
109,2015,94,F
142,2016,94,F
126,2017,94,F
154,2018,94,F
139,2019,94,F
2,1841,95,F
3,1842,95,F
5,1843,95,F
2,1844,95,F
2,1845,95,F
1,1846,95,F
0,1847,95,F
0,1848,95,F
2,1849,95,F
1,1850,95,F
1,1851,95,F
0,1852,95,F
2,1853,95,F
3,1854,95,F
7,1855,95,F
2,1856,95,F
1,1857,95,F
2,1858,95,F
1,1859,95,F
6,1860,95,F
3,1861,95,F
7,1862,95,F
1,1863,95,F
0,1864,95,F
0,1865,95,F
6,1866,95,F
1,1867,95,F
2,1868,95,F
2,1869,95,F
1,1870,95,F
0,1871,95,F
0,1872,95,F
1,1873,95,F
0,1874,95,F
0,1875,95,F
2,1876,95,F
1,1877,95,F
1,1878,95,F
0,1879,95,F
0,1880,95,F
1,1881,95,F
0,1882,95,F
0,1883,95,F
2,1884,95,F
2,1885,95,F
1,1886,95,F
1,1887,95,F
1,1888,95,F
2,1889,95,F
0,1890,95,F
3,1891,95,F
1,1892,95,F
0,1893,95,F
1,1894,95,F
3,1895,95,F
4,1896,95,F
3,1897,95,F
2,1898,95,F
1,1899,95,F
1,1900,95,F
2,1901,95,F
3,1902,95,F
1,1903,95,F
4,1904,95,F
3,1905,95,F
