ID,greek_letter,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude
8454,pi2,Peg,22,09,59.2,+33,10,42,4.29
8465,zet,Cep,22,10,51.2,+58,12,05,3.35
8468,,Cep,22,09,48.3,+72,20,29,4.79
8485,,,22,13,52.6,+39,42,54,4.49
8486,mu1,Gru,22,15,36.9,-41,20,48,4.79
8494,eps,Cep,22,15,01.9,+57,02,37,4.19
8498,,Lac,22,15,58.1,+37,44,56,4.15
8499,tet,Aqr,22,16,49.9,-07,47,00,4.16
8502,alf,Tuc,22,18,30.1,-60,15,35,2.86
8518,gam,Aqr,22,21,39.3,-01,23,14,3.84
8522,,Peg,22,21,19.2,+28,19,50,4.81
8523,,Lac,22,21,01.5,+46,32,12,4.56
8538,bet,Lac,22,23,33.5,+52,13,45,4.44
8539,pi,Aqr,22,25,16.5,+01,22,39,4.64
8540,del,Tuc,22,27,20.0,-64,58,00,4.48
8541,,Lac,22,24,30.9,+49,28,35,4.58
8551,,Peg,22,27,51.5,+04,41,44,4.80
8556,del1,Gru,22,29,16.1,-43,29,45,3.97
8558,zet1,Aqr,22,28,49.6,-00,01,13,4.59
8559,zet2,Aqr,22,28,50.0,-00,01,12,4.42
8560,del2,Gru,22,29,45.4,-43,44,58,4.11
8571,del,Cep,22,29,10.2,+58,24,55,3.75
8572,,Lac,22,29,31.8,+47,42,25,4.37
8573,sig,Aqr,22,30,38.7,-10,40,41,4.81
8576,bet,PsA,22,31,30.3,-32,20,46,4.29
8579,,Lac,22,30,29.1,+43,07,25,4.51
8582,nu,Tuc,22,33,00.0,-61,58,57,4.81
8585,alf,Lac,22,31,17.4,+50,16,57,3.77
8597,eta,Aqr,22,35,21.3,-00,07,03,4.00
8613,,Lac,22,37,22.3,+51,32,43,4.63
8622,,Lac,22,39,15.6,+39,03,01,4.89
8628,eps,PsA,22,40,39.3,-27,02,37,4.18
8630,bet,Oct,22,46,03.3,-81,22,54,4.15
8632,,Lac,22,40,30.8,+44,16,35,4.46
8634,zet,Peg,22,41,27.6,+10,49,53,3.41
8636,bet,Gru,22,42,40.0,-46,53,05,2.11
8641,omi,Peg,22,41,45.3,+29,18,27,4.79
8644,ro,Gru,22,43,30.0,-41,24,52,4.85
8649,,Aqr,22,43,35.2,-18,49,50,4.69
8650,eta,Peg,22,43,00.1,+30,13,17,2.95
8655,eta,Gru,22,45,37.8,-53,30,00,4.85
8665,xi,Peg,22,46,41.5,+12,10,22,4.19
8667,lam,Peg,22,46,31.8,+23,33,56,3.93
8675,eps,Gru,22,48,33.2,-51,19,01,3.49
8679,tau2,Aqr,22,49,35.4,-13,35,33,3.98
8684,mu,Peg,22,50,00.1,+24,36,06,3.48
8694,iot,Cep,22,49,40.7,+66,12,02,3.54
8695,gam,PsA,22,52,31.5,-32,52,32,4.46
8698,lam,Aqr,22,52,36.8,-07,34,47,3.74
8699,,Lac,22,52,02.0,+43,18,45,4.94
8702,,,22,47,28.8,+83,09,14,4.74
8709,del,Aqr,22,54,38.9,-15,49,15,3.28
8717,ro,Peg,22,55,13.6,+08,48,58,4.90
8720,del,PsA,22,55,56.8,-32,32,23,4.21
8726,,,22,56,25.9,+49,44,01,4.94
8728,alf,PsA,22,57,39.0,-29,37,20,1.16
8747,zet,Gru,23,00,52.8,-52,45,15,4.12
8748,,,22,54,24.6,+84,20,47,4.72
8752,,,23,00,05.0,+56,56,44,5.00
8762,omi,And,23,01,55.2,+42,19,34,3.62
8773,bet,Psc,23,03,52.5,+03,49,12,4.52
8775,bet,Peg,23,03,46.4,+28,04,58,2.42
8780,,And,23,04,10.9,+50,03,08,4.66
8781,alf,Peg,23,04,45.6,+15,12,19,2.48
8787,tet,Gru,23,06,52.7,-43,31,14,4.28
8789,,Aqr,23,06,40.8,-23,44,35,4.48
8795,,Peg,23,07,00.2,+09,24,34,4.51
8796,,Peg,23,07,06.6,+25,28,06,4.74
8797,,Cas,23,06,36.8,+59,25,12,4.85
8812,,Aqr,23,09,26.7,-21,10,21,3.64
8817,,Aqr,23,09,54.7,-22,27,27,4.68
8819,pi,Cep,23,07,53.8,+75,23,16,4.42
8820,iot,Gru,23,10,21.5,-45,14,48,3.89
8830,,And,23,12,32.9,+49,24,23,4.53
8834,phi,Aqr,23,14,19.3,-06,02,56,4.22
8841,psi1,Aqr,23,15,53.4,-09,05,16,4.25
8848,gam,Tuc,23,17,25.7,-58,14,08,3.99
8852,gam,Psc,23,17,09.9,+03,16,56,3.70
8858,psi2,Aqr,23,17,54.1,-09,10,57,4.40
8860,,And,23,17,44.6,+49,00,55,4.86
8863,gam,Scl,23,18,49.4,-32,31,55,4.41
8865,psi3,Aqr,23,18,57.6,-09,36,38,4.98
8872,omi,Cep,23,18,37.4,+68,06,42,4.76
8880,tau,Peg,23,20,38.2,+23,44,25,4.60
8892,,Aqr,23,22,58.1,-20,06,02,3.98
8904,,Cas,23,24,50.2,+62,16,59,4.98
8905,ups,Peg,23,25,22.7,+23,24,15,4.40
8906,,Aqr,23,26,02.7,-20,38,31,4.39
8911,kap,Psc,23,26,55.9,+01,15,20,4.94
8916,tet,Psc,23,27,58.0,+06,22,44,4.30
8923,,Peg,23,29,09.2,+12,45,38,4.56
8926,,,23,30,01.9,+58,32,57,4.91
8937,bet,Scl,23,32,58.2,-37,49,07,4.37
8939,,Aqr,23,33,16.5,-20,54,52,4.72
8943,,Peg,23,33,57.1,+31,19,32,4.98
8949,iot,Phe,23,35,04.5,-42,36,55,4.71
8959,,,23,37,50.9,-45,29,33,4.74
8961,lam,And,23,37,33.8,+46,27,30,3.82
8965,iot,And,23,38,08.1,+43,16,05,4.29
8968,omg1,Aqr,23,39,47.0,-14,13,18,5.00
8969,iot,Psc,23,39,57.0,+05,37,35,4.13
8974,gam,Cep,23,39,20.8,+77,37,57,3.21
8976,kap,And,23,40,24.4,+44,20,02,4.14
8982,,Aqr,23,41,45.7,-17,48,59,4.83
8984,lam,Psc,23,42,02.7,+01,46,48,4.51
8988,omg2,Aqr,23,42,43.2,-14,32,42,4.51
8997,,Peg,23,43,59.4,+29,21,42,4.93
9003,psi,And,23,46,02.0,+46,25,13,4.95
9008,tau,Cas,23,47,03.4,+58,39,07,4.87
9016,del,Scl,23,48,55.5,-28,07,49,4.57
9045,ro,Cas,23,54,23.0,+57,29,58,4.54
9062,eta,Tuc,23,57,35.2,-64,17,55,5.00
9064,psi,Peg,23,57,45.5,+25,08,29,4.66
9066,,,23,58,24.7,+51,23,19,4.80
9067,,Psc,23,58,40.3,-03,33,22,4.86
9071,sig,Cas,23,59,00.4,+55,45,18,4.88
9072,omg,Psc,23,59,18.6,+06,51,48,4.01
9076,eps,Tuc,23,59,55.0,-65,34,38,4.50
9084,tet,Oct,00,01,35.8,-77,03,57,4.78
9089,,Psc,00,01,57.5,-06,00,51,4.41
9098,,Cet,00,03,44.3,-17,20,10,4.56
9103,,Cet,00,04,30.0,-10,30,35,4.98
